pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,pl_orbsmax,rowupdate,pl_vol_earth,pl_mass_kg,pl_density,insolation_flux
Kepler-755 b,Kepler-755,1.269090374,1.78,,0.0,1372.0,5095.0,0.771,0.733,Transit,2016,0.0207,2014-11-21,6109018375694.674,,,842.247108855167
Kepler-755 b,Kepler-755,1.269090374,1.896,,,797.0,5067.0,0.821,0.829,Transit,2016,0.02156,2024-12-05,7382890438152.838,,,861.1665031248692
Kepler-755 b,Kepler-755,1.269090374,1.76,,,797.0,5043.0,0.77,0.82,Transit,2016,,2016-05-06,5905401472293.677,,,
Kepler-755 b,Kepler-755,1.269090374,1.78,,0.0,1372.0,5095.0,0.771,0.733,Transit,2016,0.0207,2015-08-25,6109018375694.674,,,842.247108855167
Kepler-445 d,Kepler-445,8.15272856,1.33,,0.01,797.0,3219.0,0.347,0.334,Transit,2015,,2017-05-28,2548392671227.243,,,
Kepler-445 d,Kepler-445,8.15275885,2.44,,0.0,305.0,3327.0,0.189,0.169,Transit,2015,0.0439,2015-08-25,15735512908324.223,,,2.045975748755262
Kepler-445 d,Kepler-445,8.15275,1.25,,0.0,797.0,3157.0,0.21,0.18,Transit,2015,,2015-01-14,2115638509464.3625,,,
Kepler-445 d,Kepler-445,,3.947,,,797.0,3157.0,0.305,,Transit,2015,,2018-09-04,66605915755829.51,,,
Kepler-445 d,Kepler-445,8.15275885,5.37,,,797.0,3369.0,0.42,0.43,Transit,2015,,2016-05-06,167739089631890.66,,,
Kepler-1734 b,Kepler-1734,6.79684436,2.12,,0.0,985.0,6061.0,0.97,1.05,Transit,2021,0.0714,2015-08-25,10320934154191.697,,,224.3979532312029
Kepler-1734 b,Kepler-1734,6.796859,2.31,,0.0,976.0,6050.0,0.95,1.05,Transit,2021,0.071,2013-10-28,13352031990945.246,,,216.09599702621938
Kepler-1734 b,Kepler-1734,6.79684436,2.12,,0.0,985.0,6061.0,0.97,1.05,Transit,2021,0.0714,2014-11-18,10320934154191.697,,,224.3979532312029
Kepler-1734 b,Kepler-1734,6.79684436,2.12,,0.0,985.0,6061.0,0.97,1.05,Transit,2021,0.0714,2014-11-21,10320934154191.697,,,224.3979532312029
Kepler-1734 b,Kepler-1734,6.79685353,2.01,,0.0,985.0,6061.0,0.97,1.05,Transit,2021,0.0714,2017-05-08,8796291172144.541,,,224.3979532312029
Kepler-1734 b,Kepler-1734,6.796850204,3.08851092,,,797.0,6061.0,0.97,1.05,Transit,2021,,2021-12-05,31912354533200.31,,,
WASP-82 b,WASP-82,2.70582,18.4904,,,2151.0,6441.6,2.1,,Transit,2015,,2022-08-08,6847788580450573.0,,,
WASP-82 b,WASP-82,2.705785,19.17,397.27,0.0,2200.0,6480.0,2.219,1.64,Transit,2015,0.0448,2018-04-25,7630935156655200.0,2.3717019e+27,310800950514.1133,3897.2055312311327
WASP-82 b,WASP-82,2.705782,18.71903,394.1092,0.0,2190.0,6490.0,2.18,1.63,Transit,2015,0.0447,2018-04-25,7104956862789635.0,2.352831924e+27,331153583257.1125,3801.643938448927
WASP-82 b,WASP-82,2.70579,18.15858,371.8611,0.0,797.0,6480.0,2.1,1.48,Transit,2015,,2018-04-25,6485703276857441.0,2.2200107670000004e+27,342292990017.2177,
K2-3 b,K2-3,10.05449,2.18,,,463.0,3896.0,0.56,0.6,Transit,2015,0.0769,2020-05-04,11222274962526.717,,,11.00763137818134
K2-3 b,K2-3,10.05454,2.29,6.6,,797.0,3835.0,0.6,0.62,Transit,2015,0.0777,2020-05-04,13008219949124.568,3.9402e+25,3029007823830.0156,11.620281438549792
K2-3 b,K2-3,10.05467,1.45,,,797.0,,0.371,,Transit,2015,,2019-09-05,3302291686868.8843,,,
K2-3 b,K2-3,10.054374,2.4,,,797.0,3927.0,0.58,,Transit,2015,,2015-12-05,14974252418475.695,,,
K2-3 b,K2-3,10.05429,2.078,8.4,0.06,797.0,,0.553,0.612,Transit,2015,0.0775,2020-05-04,9719592432234.99,5.014800000000001e+25,5159475600405.256,
K2-3 b,K2-3,10.054626,2.25,6.47,0.094,513.0,3835.0,0.6,0.62,Transit,2015,0.0778,2023-04-17,12338403787196.162,3.86259e+25,3130542707646.1025,11.590428447826525
K2-3 b,K2-3,10.05448,1.98,,,504.0,3951.0,0.52,0.53,Transit,2015,0.074,2020-05-04,8408276705668.143,,,10.840918434075201
K2-3 b,K2-3,10.0546535,2.078,5.11,0.107,501.3,3844.0,0.546,0.549,Transit,2015,0.0747,2023-07-10,9719592432234.99,3.05067e+25,3138680990246.5303,10.509264148237905
K2-3 b,K2-3,10.05460031054,2.11286662,,,470.17,3920.0,0.550856,,Transit,2015,,2024-12-10,10217100622357.104,,,
K2-3 b,K2-3,10.05443,1.44,,,797.0,3841.0,0.371,0.414,Transit,2015,0.0679,2020-05-04,3234438522390.7505,,,5.8543705794385374
K2-3 b,K2-3,10.054544,2.08,,,797.0,,0.561,,Transit,2015,,2020-05-04,9747683722486.254,,,
K2-3 b,K2-3,10.05403,2.14,8.1,0.0,797.0,3896.0,0.561,0.601,Transit,2015,,2020-05-04,10615800408267.781,4.8357e+25,4555191143414.742,
K2-3 b,K2-3,10.05403,2.14,,,797.0,3896.0,0.561,0.601,Transit,2015,0.0769,2020-05-04,10615800408267.781,,,11.046979448254497
K2-3 c,K2-3,24.6454,1.72,,,797.0,3896.0,0.561,0.601,Transit,2015,0.1399,2020-05-04,5511842069609.939,,,3.3378037378374668
K2-3 c,K2-3,24.64745,1.56,,,374.0,3951.0,0.52,0.53,Transit,2015,0.1345,2020-05-04,4112304070423.8887,,,3.2815947455118533
K2-3 c,K2-3,24.64671,1.18,,,797.0,,0.371,,Transit,2015,,2019-09-05,1779743626998.9119,,,
K2-3 c,K2-3,24.6435,1.18,,,797.0,3841.0,0.371,0.414,Transit,2015,0.1235,2020-05-04,1779743626998.9119,,,1.769643735393088
K2-3 c,K2-3,24.646582,1.69,3.3,0.095,381.0,3835.0,0.6,0.62,Transit,2015,0.1414,2023-04-17,5228432895093.335,1.9701e+25,3768050655960.1377,3.508810106959416
K2-3 c,K2-3,24.6454,1.72,4.2,0.0,797.0,3896.0,0.561,0.601,Transit,2015,,2020-05-04,5511842069609.939,2.5074000000000004e+25,4549114376525.385,
K2-3 c,K2-3,24.64354,1.85,,,344.0,3896.0,0.56,0.6,Transit,2015,0.1399,2020-05-04,6858459994873.495,,,3.3259148648670704
K2-3 c,K2-3,24.646729,1.582,2.68,0.048,371.8,3844.0,0.546,0.549,Transit,2015,0.1357,2023-07-10,4288751293349.79,1.5999600000000002e+25,3730596368413.634,3.1845921217986963
K2-3 c,K2-3,24.645013,1.9,,,797.0,3927.0,0.58,,Transit,2015,,2015-12-05,7429716242645.023,,,
K2-3 c,K2-3,24.64638,1.77,3.1,,797.0,3835.0,0.6,0.62,Transit,2015,0.1413,2020-05-04,6006634741121.329,1.8507000000000001e+25,3081092957642.549,3.5137783330374406
K2-3 c,K2-3,24.64638,1.69,,,797.0,,0.561,,Transit,2015,,2020-05-04,5228432895093.335,,,
K2-3 c,K2-3,24.6491,1.644,2.1,0.04,797.0,,0.553,0.612,Transit,2015,0.1405,2020-05-04,4813011109875.592,1.2537000000000002e+25,2604814265704.8765,
K2-3 d,K2-3,44.5631,1.52,,,797.0,3896.0,0.561,0.601,Transit,2015,0.2076,2020-05-04,3804014716234.2524,,,1.515798689653297
K2-3 d,K2-3,44.5574,1.11,,,797.0,,0.371,,Transit,2015,,2019-09-05,1481427358892.675,,,
K2-3 d,K2-3,44.5631,1.52,7.5,0.0,797.0,3896.0,0.561,0.601,Transit,2015,,2020-05-04,3804014716234.2524,4.477500000000001e+25,11770459196415.672,
K2-3 d,K2-3,44.55765,1.61,,,300.0,,0.561,,Transit,2015,,2020-05-04,4520526845140.965,,,
K2-3 d,K2-3,44.5609,0.96,,,797.0,3841.0,0.371,0.414,Transit,2015,0.1833,2020-05-04,958352154782.4445,,,0.8033315583684232
K2-3 d,K2-3,44.5705,1.53,11.1,0.045,797.0,,0.553,0.612,Transit,2015,0.2086,2020-05-04,3879588979615.6646,6.6267e+25,17080933147347.172,
K2-3 d,K2-3,44.55764,1.65,1.8,,797.0,3835.0,0.6,0.62,Transit,2015,0.2097,2020-05-04,4865900871335.73,1.0746e+25,2208429699688.9155,1.595371477298161
K2-3 d,K2-3,44.56115,1.7,,,797.0,3927.0,0.58,,Transit,2015,,2015-12-05,5321795582463.186,,,
K2-3 d,K2-3,44.55983,1.51,,,282.0,3896.0,0.56,0.6,Transit,2015,0.2076,2020-05-04,3729428337561.005,,,1.5103995890813573
K2-3 d,K2-3,44.556456,1.62,1.6,0.097,312.0,3835.0,0.6,0.62,Transit,2015,0.2097,2023-04-17,4605284536763.394,9.552000000000001e+24,2074138942718.439,1.595371477298161
K2-3 d,K2-3,44.55603,1.458,2.2,0.091,305.2,3844.0,0.546,0.549,Transit,2015,0.2014,2023-07-10,3357252427300.513,1.3134000000000001e+25,3912127635442.8726,1.4457545883123215
WASP-20 b,WASP-20,4.8996461,15.9746,,,797.0,5940.0,1.5,,Transit,2015,,2023-11-06,4415718724086507.5,,,
WASP-20 b,WASP-20,4.8996284,16.387558,98.84513,0.039,797.0,5940.0,1.392,1.2,Transit,2015,0.05999,2019-03-18,4767098766669944.0,5.901054261e+26,123787119794.08348,603.894726162267
WASP-20 b,WASP-20,,14.34752,120.13974,,1282.0,,1.142,1.089,Transit,2015,0.0581,2017-08-28,3199204050512694.0,7.172342478e+26,224191466525.8874,
WASP-20 b,WASP-20,4.8996284,16.388,98.841,0.0,1379.0,5940.0,1.392,1.2,Transit,2015,0.06,2015-03-05,4767484507087085.0,5.9008077e+26,123771932372.89346,603.6934446950665
Kepler-265 c,Kepler-265,17.02902786,2.54,,0.0,755.0,5839.0,1.067,0.881,Transit,2014,0.1243,2017-05-08,17750581071594.043,,,77.16763544400112
Kepler-265 c,Kepler-265,17.028937,2.63,,,797.0,5835.0,1.103,,Transit,2014,0.127,2014-05-14,19705101217832.934,,,78.77741663775656
Kepler-265 c,Kepler-265,,2.321,,,797.0,5871.0,0.973,,Transit,2014,,2018-09-04,13543685048345.996,,,
Kepler-265 c,Kepler-265,17.02902105,2.315,,,797.0,5871.0,0.945,0.97,Transit,2014,0.12826,2024-12-05,13438921298379.162,,,58.106427863835734
Kepler-265 c,Kepler-265,17.02902105,2.41,,0.0,760.0,6299.0,0.983,1.045,Transit,2014,0.1315,2014-11-21,15162211565893.691,,,79.25682555862282
Kepler-265 c,Kepler-265,17.02902105,2.41,,0.0,760.0,6299.0,0.983,1.045,Transit,2014,0.1315,2014-11-18,15162211565893.691,,,79.25682555862282
Kepler-265 c,Kepler-265,17.02885,2.5,,0.0,781.0,6315.0,1.07,1.15,Transit,2014,0.136,2013-10-28,16925108075714.9,,,88.690656274261
Kepler-265 c,Kepler-265,17.02902105,2.41,,0.0,760.0,6299.0,0.983,1.045,Transit,2014,0.1315,2015-08-25,15162211565893.691,,,79.25682555862282
Kepler-265 c,Kepler-265,17.02902105,2.46,,,797.0,5883.0,1.03,0.98,Transit,2014,,2016-05-06,16125632045840.055,,,
CoRoT-28 b,CoRoT-28,5.20851,10.704595,152.87623,0.071,797.0,5150.0,1.78,1.01,Transit,2015,0.059,2019-03-18,1328685350814458.2,9.126710931e+26,686897836677.8488,576.8456312105374
CoRoT-28 b,CoRoT-28,5.20851,10.704595,153.82972,0.047,797.0,5150.0,1.78,1.01,Transit,2015,0.0603,2015-04-16,1328685350814458.2,9.183634284000001e+26,691182022769.3947,552.2414577867655
CoRoT-29 b,CoRoT-29,2.85057,10.0881,270.1555,0.082,797.0,5260.0,0.9,0.97,Transit,2015,0.0386,2015-04-16,1112089039241674.1,1.612828335e+27,1450269068472.9495,374.9281910344789
CoRoT-29 b,CoRoT-29,2.85057,10.0881,266.9772,0.12,797.0,5260.0,0.9,0.97,Transit,2015,0.039,2019-03-18,1112089039241674.1,1.593853884e+27,1433207079432.091,367.2767965244788
HAT-P-54 b,HAT-P-54,3.799847,10.581296,578.4506,0.66,797.0,4390.0,0.617,0.645,Transit,2015,0.04122,2019-03-18,1283299470098138.2,3.453350082e+27,2690993148883.5654,74.97338932584475
HAT-P-54 b,HAT-P-54,3.79985358153,13.26706229,,,782.65,4133.4,0.759375,,Transit,2015,,2024-12-10,2529506088731034.5,,,
HAT-P-54 b,HAT-P-54,3.799847,10.581296,241.5508,0.074,818.0,4390.0,0.617,0.645,Transit,2015,0.04117,2015-04-24,1283299470098138.2,1.4420582760000002e+27,1123711424808.522,75.15560675610428
HAT-P-54 b,HAT-P-54,3.799878,11.8,,,797.0,,0.693,,Transit,2015,,2022-08-23,1779743626998912.5,,,
HAT-P-54 b,HAT-P-54,3.7999139,10.8,,,797.0,4171.0,0.64,,Transit,2015,,2022-08-23,1364528751633598.2,,,
HATS-6 b,HATS-6,3.32527029011,11.50390062,,,668.97,3724.0,0.596801,,Transit,2015,,2022-08-08,1649099227905484.8,,,
HATS-6 b,HATS-6,3.3252725,11.186582,101.38777,0.0,712.8,3724.0,0.57,0.574,Transit,2015,0.03623,2015-05-14,1516364665539070.0,6.0528498690000004e+26,399168485428.1541,42.889051597950186
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000.0,14.57167491,3813.940884,0.68,1153.0,,,,Imaging,2015,350.0,2023-04-17,3351504799173708.5,2.276922707748e+28,6793732499829.212,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,5800000.0,13.67495645,5085.254512,0.68,1194.0,,,,Imaging,2015,350.0,2023-04-17,2770060665102216.0,3.0358969436640004e+28,10959676738891.836,
Kepler-756 b,Kepler-756,1.224866441,1.54,,0.0,1741.0,5553.0,1.107,0.933,Transit,2016,0.0219,2017-05-08,3956157626946.7397,,,2188.831934246051
Kepler-756 b,Kepler-756,1.224866322,1.19,,0.0,1518.0,5573.0,0.827,0.902,Transit,2016,0.0217,2014-11-18,1825375884784.873,,,1262.241439346819
Kepler-756 b,Kepler-756,1.224866322,1.19,,0.0,1518.0,5573.0,0.827,0.902,Transit,2016,0.0217,2015-08-25,1825375884784.873,,,1262.241439346819
Kepler-756 b,Kepler-756,1.224866322,1.19,,0.0,1518.0,5573.0,0.827,0.902,Transit,2016,0.0217,2014-11-21,1825375884784.873,,,1262.241439346819
Kepler-756 b,Kepler-756,1.224862,1.27,,0.0,1494.0,5564.0,0.81,0.912,Transit,2016,0.022,2013-10-28,2218822633949.2554,,,1170.490442068048
Kepler-756 b,Kepler-756,1.224866322,1.12,,,797.0,5282.0,0.79,0.82,Transit,2016,,2016-05-06,1521827727270.2712,,,
2MASS J02192210-3925225 b,2MASS J02192210-3925225,,16.14096,4417.837,,797.0,3064.0,0.281,0.108,Imaging,2015,156.0,2015-05-14,4555116704733895.0,2.6374486890000005e+28,5790079288767.811,2.5763994469468055e-07
HATS-9 b,HATS-9,1.9153073,11.937585,261.57409,0.075,797.0,5366.0,1.503,1.03,Transit,2015,0.03048,2019-03-18,1842726389463086.2,1.5615973173000002e+27,847438516227.5782,1816.2909520893795
HATS-9 b,HATS-9,1.915298,17.2,,,797.0,,1.94,,Transit,2015,,2017-12-14,5511842069609941.0,,,
HATS-9 b,HATS-9,1.915311,13.1414316,259.34928,,797.0,5494.0,1.58042,0.963,Transit,2015,,2018-10-24,2458325926049030.0,1.5483152016000003e+27,629825030600.5681,
HATS-9 b,HATS-9,1.9153196,14.42,,,797.0,,1.592,,Transit,2015,,2019-09-05,3247934076048556.5,,,
HATS-9 b,HATS-9,1.9153073,11.937585,266.02371,0.129,1823.0,5366.0,1.503,1.03,Transit,2015,0.03048,2018-10-24,1842726389463086.2,1.5881615487000002e+27,861854238253.3207,1816.2909520893795
HATS-9 b,HATS-9,1.915291,13.85,,,1746.0,5599.0,1.56,1.1,Transit,2015,0.0312,2018-10-24,2877800904472026.5,,,2213.4850290536124
HATS-10 b,HATS-10,3.312846,10.861521,185.93055,0.28,797.0,5880.0,1.105,1.101,Transit,2015,0.04493,2019-03-18,1387980495264422.5,1.1100053835000002e+27,799726932249.5302,651.4119682124974
HATS-10 b,HATS-10,3.312846,10.861521,167.17858,0.501,1407.0,5880.0,1.105,1.101,Transit,2015,0.04491,2015-05-21,1387980495264422.5,9.980561226000002e+26,719070711732.0562,651.9922906498383
KELT-7 b,KELT-7,2.7347749,17.183397,406.8224,0.0,2048.0,6789.0,1.732,1.535,Transit,2015,0.04415,2018-04-25,5495895882595800.0,2.4287297280000001e+27,441916983123.93646,2945.4544064123493
KELT-7 b,KELT-7,2.73477,17.9344,441.7837,0.0,797.0,6768.0,1.81,1.76,Transit,2015,,2018-04-25,6248445411157606.0,2.637448689e+27,422096780151.17334,
KELT-7 b,KELT-7,2.7347659,17.7592,,,1813.0,6767.9,1.77,,Transit,2015,,2024-12-10,6067106508897894.0,,,
HAT-P-55 b,HAT-P-55,3.5852313,14.84069045,189.42573057,,1367.0,5804.0,1.105,1.028,Transit,2015,0.04628,2024-01-22,3540574558198941.5,1.1308716115029001e+27,319403416850.55896,582.8303794591319
HAT-P-55 b,HAT-P-55,3.5852467,13.249038,184.97706,0.139,1313.0,5808.0,1.011,1.013,Transit,2015,0.04604,2015-06-16,2519210522730143.5,1.1043130482e+27,438356794017.84296,494.3480465471677
HAT-P-55 b,HAT-P-55,3.58522837273,14.54318286,,,1233.53,5852.0,1.06725,,Transit,2015,,2023-03-28,3331883585370334.5,,,
HAT-P-55 b,HAT-P-55,3.5852467,13.249038,184.3414,0.17,797.0,5808.0,1.011,1.013,Transit,2015,0.04604,2019-03-18,2519210522730143.5,1.100518158e+27,436850413282.3865,494.3480465471677
HATS-8 b,HATS-8,3.583893,9.785457,43.86054,0.376,1324.0,5679.0,1.086,1.056,Transit,2015,0.04667,2015-06-16,1014973639711815.9,2.618474238e+26,257984457482.41013,507.418425973835
HATS-8 b,HATS-8,3.583893,9.785457,46.08535,0.25,797.0,5679.0,1.086,1.056,Transit,2015,0.04668,2019-03-18,1014973639711815.9,2.751295395e+26,271070625615.57587,507.2010463357704
WASP-74 b,WASP-74,2.1376682,15.7532,,,1337.0,5806.0,1.6,,Transit,2015,,2024-10-14,4234652572094389.0,,,
WASP-74 b,WASP-74,2.13775,15.24424,228.8376,0.0,797.0,5990.0,1.42,0.98,Transit,2015,,2018-04-25,3837326538127165.5,1.366160472e+27,356018821548.2867,
WASP-74 b,WASP-74,2.13775,17.48604,300.03152,0.03,797.0,5990.0,1.64,1.48,Transit,2015,0.03705,2019-03-18,5791430208507157.0,1.7911881744e+27,309282527788.8845,2272.549079629756
WASP-74 b,WASP-74,2.1377445,15.737436,262.52758,,1926.0,5984.0,1.536,1.191,Transit,2015,0.03443,2020-11-24,4221952622001718.5,1.5672896526e+27,371223884520.2659,2299.161273594179
WASP-74 b,WASP-74,2.13775,17.48604,301.9385,0.0,1910.0,5970.0,1.64,1.48,Transit,2015,0.037,2018-04-25,5791430208507157.0,1.802572845e+27,311248306567.2037,2248.414010254988
WASP-83 b,WASP-83,4.971252,11.65736,95.349,0.0,1120.0,5510.0,1.05,1.11,Transit,2015,0.059,2015-07-08,1715979321039158.5,5.6923353000000006e+26,331725168841.3617,263.01207074792313
WASP-83 b,WASP-83,4.971252,11.65736,96.93815,0.12,797.0,5480.0,1.05,1.11,Transit,2015,0.059,2019-03-18,1715979321039158.5,5.7872075549999997e+26,337253921655.38434,257.33065124644224
WASP-83 b,WASP-83,4.971298,12.1956,,,1095.0,5510.0,1.09,,Transit,2015,,2023-02-08,1964811717351636.5,,,
WASP-89 b,WASP-89,3.3564227,11.65736,1843.414,0.1928,797.0,5000.0,0.88,0.92,Transit,2015,0.0428,2019-03-18,1715979321039158.5,1.100518158e+28,6413353264266.326,238.04142088458053
WASP-89 b,WASP-89,3.3564227,11.65736,1875.197,0.193,1120.0,5130.0,0.88,0.92,Transit,2015,0.0427,2015-07-08,1715979321039158.5,1.119492609e+28,6523928320546.779,265.01701926343094
K2-4 b,K2-4,10.0044,1.69,,,797.0,4044.0,0.435,0.487,Transit,2015,0.0715,2017-12-12,5228432895093.335,,,8.918785688635369
K2-4 b,K2-4,10.003417,2.1,,0.08,797.0,4014.73,0.569359,0.635026,Transit,2015,0.078,2017-12-12,10031579256908.525,,,12.471056825062663
K2-4 b,K2-4,10.0051,2.29,,,797.0,,0.572,,Transit,2015,,2019-09-05,13008219949124.568,,,
K2-4 b,K2-4,10.00329,2.37,,,563.0,4197.0,0.6,0.63,Transit,2015,0.0777,2017-12-12,14419707887017.266,,,16.669057716236644
K2-4 b,K2-4,10.00361,2.57,,,797.0,4077.0,0.62,,Transit,2015,,2015-12-05,18386996548241.508,,,
K2-5 b,K2-5,5.7348462,2.4,,,797.0,4088.0,0.62,,Transit,2015,,2015-12-05,14974252418475.695,,,
K2-5 b,K2-5,5.73597,1.5,,,797.0,4021.0,0.462,0.52,Transit,2015,0.0504,2016-07-14,3655823344354.4185,,,19.790368501313203
K2-5 b,K2-5,5.73491,1.92,,,634.0,4102.0,0.52,0.53,Transit,2015,0.0509,2016-07-06,7666817238259.556,,,26.622476787448978
K2-5 b,K2-5,5.73649,4.2,,,797.0,,0.532,,Transit,2015,,2019-09-05,80252634055268.2,,,
K2-5 b,K2-5,5.73594,1.91,,,565.0,3930.0,0.57,0.61,Transit,2015,0.0532,2016-07-06,7547646062888.936,,,24.67126161409224
K2-5 c,K2-5,10.9324,1.64,,,797.0,4021.0,0.462,0.52,Transit,2015,0.0775,2016-07-14,4777965050619.274,,,8.369731937947263
K2-5 c,K2-5,10.93241,2.26,,,456.0,3930.0,0.57,0.61,Transit,2015,0.0818,2016-07-06,12503648085567.896,,,10.43537393228586
K2-5 c,K2-5,10.93459,2.02,,,797.0,,0.532,,Transit,2015,,2019-09-05,8928233357064.775,,,
K2-5 c,K2-5,10.93406,1.92,,,511.0,4102.0,0.52,0.53,Transit,2015,0.0783,2016-07-06,7666817238259.556,,,11.25020659083603
K2-6 b,K2-6,30.944593,2.31215242,,,797.0,5617.0,0.86302,0.93034,Transit,2015,,2018-02-14,13389390390570.016,,,
K2-6 b,K2-6,30.94191,2.5,,,615.0,5850.0,0.96,0.97,Transit,2015,0.1898,2015-07-13,16925108075714.9,,,26.994060974482682
K2-6 b,K2-6,30.9403,2.44,,,797.0,,0.8649,,Transit,2015,,2019-09-05,15735512908324.223,,,
K2-6 b,K2-6,30.944648,3.06,,,797.0,5710.0,0.96,,Transit,2015,,2015-12-05,31036711836925.316,,,
K2-6 b,K2-6,30.9349,2.5,,,797.0,5767.0,1.01,0.93,Transit,2015,0.1882,2016-07-14,16925108075714.9,,,28.70106586572828
K2-7 b,K2-7,28.6911,4.3,,,797.0,,1.597,,Transit,2015,,2019-09-05,86122532337655.33,,,
K2-7 b,K2-7,28.6777,4.12,,,797.0,5715.0,2.13,1.05,Transit,2015,0.1864,2016-07-14,75753564455943.03,,,125.49517834155175
K2-7 b,K2-7,28.67992,2.67,,,651.0,5772.0,0.96,0.97,Transit,2015,0.1814,2015-07-13,20617937017969.52,,,28.007084430905525
K2-7 b,K2-7,28.6781,4.03523305,,0.24,786.0,5700.0,1.533,1.056,Transit,2015,0.1867,2024-11-20,71173330759100.98,,,64.11945271392662
K2-8 b,K2-8,10.35239,3.58,,,631.0,4870.0,0.74,0.78,Transit,2015,0.0856,2016-07-06,49700471002041.664,,,37.87271722903407
K2-8 b,K2-8,10.353263,3.09,,,797.0,4797.0,0.73,,Transit,2015,,2015-12-05,31958535004850.96,,,
K2-8 b,K2-8,10.3516,2.86,,,797.0,,0.712,,Transit,2015,,2019-09-05,25340169989510.156,,,
K2-8 b,K2-8,10.3535,3.32,,,797.0,5147.0,0.8,0.84,Transit,2015,0.0877,2016-07-14,39639272535198.89,,,52.61289151836792
K2-8 b,K2-8,10.35176,2.97,,,691.0,4890.0,0.74,0.79,Transit,2015,0.0856,2016-07-06,28377933881629.992,,,38.49869930362715
K2-9 b,K2-9,18.448653,3.33,,,797.0,3765.0,0.52,,Transit,2015,,2015-12-05,39998538690102.23,,,
K2-9 b,K2-9,18.4474,5.6,,,797.0,4052.0,0.468,0.519,Transit,2015,0.1098,2016-07-14,190228465908783.84,,,4.41224361174234
K2-9 b,K2-9,18.44951,3.09,,,797.0,,0.468,,Transit,2015,,2019-09-05,31958535004850.96,,,
K2-9 b,K2-9,18.4498,2.25,,,314.0,3390.0,0.31,0.3,Transit,2015,0.091,2016-01-20,12338403787196.162,,,1.380810580421358
K2-9 b,K2-9,18.44883,1.6,,,284.0,3468.0,0.25,0.24,Transit,2015,0.0848,2016-01-20,4436815531400.207,,,1.1326595168145261
K2-19 b,K2-19,7.9222,7.0,32.4,0.2,797.0,5322.0,0.82,0.88,Transit,2015,,2022-01-31,371539972478093.5,1.93428e+26,520611547419.4497,
K2-19 b,K2-19,7.91943,7.11,,,913.0,5519.0,0.81,0.84,Transit,2015,0.0735,2016-07-06,389332112949466.25,,,101.5153336056525
K2-19 b,K2-19,7.919493,6.751484,,,797.0,5391.0,0.833805,0.895163,Transit,2015,,2018-02-14,333356672858832.2,,,
K2-19 b,K2-19,7.91952,8.2,,,797.0,5748.0,1.01,0.99,Transit,2015,0.0775,2016-07-14,597245631327409.4,,,167.03254207743745
K2-19 b,K2-19,7.9194,7.74,,,854.0,5430.0,0.86,0.93,Transit,2015,0.074,2016-07-06,502266608593205.94,,,105.7858284889765
K2-19 b,K2-19,7.9194979,7.46,,,797.0,5368.0,0.84,,Transit,2015,,2015-12-05,449705197479357.1,,,
K2-19 b,K2-19,7.919454,7.23,,0.0,797.0,5230.0,0.88,0.89,Transit,2015,0.077,2016-07-06,409379712279129.7,,,88.0410796622436
K2-19 b,K2-19,7.921101,7.46,44.0,0.119,797.0,5390.0,0.913,0.949,Transit,2015,0.0762,2016-07-06,449705197479357.1,2.6268000000000003e+26,584115997485.3479,109.16448831501826
K2-19 b,K2-19,7.919454,6.67,,,797.0,,0.823,,Transit,2015,,2019-09-05,321431863633069.8,,,
K2-19 b,K2-19,7.9194,7.74,28.5,0.0,797.0,5430.0,0.86,0.93,Transit,2015,,2016-07-06,502266608593205.94,1.70145e+26,338754352945.2567,
K2-19 b,K2-19,7.920994,7.34,,,797.0,5345.0,0.914,0.902,Transit,2015,,2016-07-06,428350821658038.7,,,
K2-19 b,K2-19,7.9177855286,6.59307857,,,782.72,5322.0,0.840476,,Transit,2015,,2024-02-05,310438930371912.94,,,
K2-19 c,K2-19,23.81486,4.1,,,797.0,,0.823,,Transit,2015,,2019-09-05,74655703915926.17,,,
K2-19 c,K2-19,11.90727,4.51,15.9,,797.0,5390.0,0.913,0.949,Transit,2015,0.1001,2016-07-06,99366741912097.73,9.4923e+25,955279383960.996,63.25912364676829
K2-19 c,K2-19,11.90701,4.21,,0.0,797.0,5230.0,0.88,0.89,Transit,2015,0.1032,2016-07-06,80827233079585.11,,,49.01256322087035
K2-19 c,K2-19,11.90724,4.93,,,797.0,5748.0,1.01,0.99,Transit,2015,0.1017,2016-07-14,129793272460694.66,,,96.9979576165471
K2-19 c,K2-19,11.90715,4.86,25.6,0.0,797.0,5430.0,0.86,0.93,Transit,2015,,2016-07-06,124342682492611.62,1.5283200000000002e+26,1229119373462.7788,
K2-19 c,K2-19,11.90691,4.31,,,797.0,5519.0,0.81,0.84,Transit,2015,0.0965,2016-07-06,86724785634559.3,,,58.891375443221136
K2-19 c,K2-19,11.8993,4.1,10.8,0.21,797.0,5322.0,0.82,0.88,Transit,2015,,2022-01-31,74655703915926.17,6.447600000000001e+25,863644659658.0205,
K2-19 c,K2-19,11.907625,4.05161714,,,797.0,5391.0,0.833805,0.895163,Transit,2015,,2018-02-14,72043801950913.73,,,
